"tweet_id","created_at","type","engagement","favorite_count","retweet_count","reply_count","hit_score","text"
"'2044552891143172447'","4/15/2026 19:06","Tweet","910","729","112","16","7","🆘THE PIVOT: Andrew Kolvet CAUGHT Moving The Ball Scrambles To FIX The Athens Lie😂

The Turning Point PR machine is shifting gears faster than a getaway car, but Candace Owens is keeping the receipts on every single pivot.

The latest flip-flop from Andrew Kolvet proves they are no longer just managing a brand—they are managing a sinking ship with ""propaganda B-roll"" and mandatory audiences.

""Andrew is commuting the story... it’s emotionally manipulative and narcissistic."" — Candace Owens 

Did you see the thunderous applause for Erika in those TPUSA clips? Candace reveals that in many cases, middle and high schoolers are being forced to attend these events as a mandatory assembly. 

""Surprise! Erika Kirk is here... they treat us like we are toddlers.""

Now that the public has seen the text alerts proving the local high school event was canceled for ""scheduling complications"" a full 24 hours before the Athens no-show, Kolvet is desperately trying to fit that into his ""threat"" puzzle.

On Charlie’s show this morning, Kolvet suddenly claimed they canceled the high school event days early because of ""increased online chatter.""

If they were ""monitoring threats for days,"" why were field reps still posting hype videos 50 minutes before the Vance event? Why was it a ""scheduling conflict"" for the parents but an ""assassination plot"" for the Fox News cameras? 

Kolvet is now blaming ""plane doxing,"" claiming they had to change itineraries and move locations.

Candace’s Reality Check: Erika flies private. People have been tracking those planes since day one. If the Secret Service is on-site at the Akins Ford Arena, what travel threat could possibly be so severe that it couldn't be alleviated?

Why is TPUSA so ""circumspect"" about these new threats, yet they completely ignore the fact that Charlie Kirk himself texted the security team days before 9/10 saying he thought he was going to be killed? 

Andrew, your job is tough, but lying to the public is tougher when the receipts are already public. We reject the ""make-believe."" We want the truth about September 10th.

WATCH THE PIVOT. Is this a security update, or a PR team realizing their first lie didn't stick?

FOLLOW @RealCandaceO, RT and watch her FULL episode linked below. 👇
10 Alternative Viral Titles:"
"'2039846959893414353'","4/2/2026 19:26","Tweet","700","507","131","4","7","🚨PART ONE: Aspen Donors BREAK Their Silence on the Allegedly FAKED Audio Of Charlie Wanting Erika Kirk To Be CEO —Charlie Kirk’s Alleged ""Death Wish"" CONTRADICTS His Entire Life’s Work🏔️🚫

Candace Owens just opened the floodgates on the ""Shady Bunch"" at TPUSA, and she’s using a new word of the day: Mythomania. It’s the pathological tendency to lie and overthink until you accidentally incriminate yourself. 

The Aspen ""Transcript"":
When Candace sat down with Erika Kirk on December 15th, she wasn't even questioning the CEO transition. She assumed it was a symbolic move for public morale. But TPUSA overthought it. Without being asked, they shoved a ""transcript"" in her face from an August donor meeting in Aspen, claiming Charlie hand-picked Erika to lead in the event of his death.

The Red Flags:
The 180-Degree Turn: Charlie Kirk built his entire platform on the idea that women should not be corporate CEOs, especially mothers of young children. Are we to believe he suddenly reversed his lifelong worldview just three weeks before he died? 

The ""Single Mother"" Narrative: 
Erika has been curating a story about her mother being a ""blueprint"" for a single-mother CEO—except Candace revealed Erika grew up with a stepfather and a present father. It’s a curated backstory for a pre-planned role.

The AmFest ""Walkout"" Audio:
This is where it gets truly bizarre. At AmFest, TPUSA played audio of Charlie allegedly appointing Erika. But there was no video.

Think about the logic:
If you have 4K video of Charlie Kirk’s final ""vision-casting"" moment where he blesses his wife as his successor, that is the most powerful PR tool in history. Why would you strip the video and only play the audio?

The ""Franken-Audio"" Analysis:
If you listen closely to the clip (which Candace did), the ending is jarring. Charlie talks about the board ""figuring it out,"" and then a clunky, out-of-place edit jumps in: ""I appoint my wife..."" It’s edited. It’s unnatural. It’s Franken-audio. 

Candace spoke to people who were at that Aspen meeting. Their response? Charlie never said that. 🚫

Was the ""CEO"" title a reward for silence? Was the audio fabricated to justify a takeover that Charlie never wanted? The ""unnecessary complexity"" is starting to look like a cover-up. 🏗️⚔️

FOLLOW @RealCandaceO, RT and watch her FULL episode linked below. 👇"
"'2044506833990136097'","4/15/2026 16:03","Tweet","669","482","166","21","7","🆘WEIRD: Andrew Kolvet’s Proximity to Missing Children Exposed—Why Was Andrew Kolvet in Kenya During a Child Abduction Crisis? 🇰🇪🤔

The ""Everyday Heroes"" charity brand isn't the only thing linking Erika Kirk's inner circle to the murky world of international ""child advocacy."" This latest find regarding TPUSA spokesperson Andrew Kolvet is deeply concerning.

We have unearthed Andrew Kolvet’s Facebook timeline, and the dates are too precise to ignore. On April 23, 2019, Kolvet checked into Nairobi, Kenya. 🇰🇪

Just weeks prior, on April 5, 2019, a three-year-old boy named Keanu John was forcibly abducted from the home of his legal guardians, Matt and Daisy Mazzincini, by unidentified assailants and a DCI official.

While the Mazzincinis were fighting to get their son back from what they described as a lawless kidnapping, Andrew Kolvet—the man currently spinning ""security threats"" for Erika Kirk—was on the ground in that very city.

Kolvet even shared a video regarding this specific abduction on his own timeline. Why the intense interest in a Kenyan child custody battle?

How many ""coincidences"" does it take to form a pattern?

Erika Kirk: Built her brand on ""Everyday Heroes,"" a suspicious kids charity in Romania amid trafficking allegations. 🇷🇴

Victor Marx: Claims to ""rescue"" children in high-risk zones while asking for 50,000 rifles for ""orphanages."" 📦🔫

Andrew Kolvet: Check-ins in Nairobi during high-profile child abductions involving ""legal guardians"" and local courts. 🇰🇪

Like the others in Erika’s orbit, the involvement in these international cases is always framed as ""charity"" or ""protection."" But as @RealCandaceO recently pointed out, it is statistically impossible for everyone in this circle to be adjacent to the trafficking and abduction industry ""by accident."" 👱‍♀️⚔️

Was Kolvet in Nairobi to ""witness"" a rescue, or was he part of the logistical machinery that moves children across borders under the guise of medical necessity and guardianship?

The ""0.0 percent"" rule applies here, too. Most people go to Kenya for a safari; Erika's team goes for the ""kids"" 🧿🚩

👇 LOOK AT THE CHECK-IN. Why was the TPUSA PR chief in the middle of a Kenyan kidnapping crisis in 2019?

Credit to @CharlotteLee_88 for bringing this story to my attention. FOLLOW Her!"
"'2044417642333638724'","4/15/2026 10:08","Tweet","610","426","140","28","7","🆘ICYMI: The Numbers DON'T Lie— Protesters  OUTNUMBERED Attendees At TPUSA Event In  Athens, GA Last Night📉🪦

It’s official: There was more energy outside the Akins Ford Arena last night than there was in the empty seats inside. I have has confirmed that the number of protesters at the Athens, Georgia event significantly outweighed the actual attendees who showed up to see J.D. Vance and the ""new CEO"" at the TPUSA event.

Erika Kirk claimed she couldn't attend because of ""serious death threats."" But the wide-angle shots tell the real story, Empty Sections, Massive blocks of seating remained completely untouched. 

The real reason she cancelled was low ticket sales

You don’t pull out of a Secret Service-protected arena because you're scared of a ""threat""—you pull out because walking onto that stage would prove your movement is hemorrhaging support. 📉

The crowd outside wasn't just there to protest the Vice President; they were there to reject the manufactured ""victimhood"" of Erika Kirk. People are waking up to the alleged trafficking connections, her many lies, and the fact that Charlie’s legacy is being sold to the highest globalist bidder.

As @RealCandaceO correctly stated last night, this wasn't a security failure—it was a ticket sales failure. People don't line up for leaders who struggle to tell the truth about 9/10, Fort Huachuca, or their own ""charity"" origins.

TPUSA thought they could force a new icon on the American public. Tonight in Athens, the public sent back a very clear message: No Thanks.

👇 WATCH THE FOOTAGE. Look at the lines outside vs. the emptiness inside. Is this a movement, or a fading PR stunt?

From: @LePapillonBlu2"
"'2048839849399009792'","4/27/2026 15:01","Tweet","599","431","109","9","7","‼️EXPOSED: Why Turning Point 2.0 is a TOTAL Hijacking of Charlie’s Legacy—TPUSA Insider Tells ALL👀

Mason Lemme just resigned from his TPUSA chapter, and he’s telling us WHY. The ""Turning Point 2.0"" transition is a total fraud, Exposes the ""diabolical"" tactics used to silence TPUSA staff after Charlie Kirk’s death. From fake Uber stories to decoy children photos, the ""Turning Point 2.0"" leadership is desperate to keep the lid on the truth.

The Highlights:

📍 The Aubrey Purging: @AubreyLaitsch  was terminated for one reason: she questioned the ""totally bogus"" Uber story and the suspicious circumstances of Charlie Kirk’s assassination. 

🚩 📍 Guilt vs. Grief: Watch the clip—Andrew Kolvet caught in a ""Freudian slip"" on Megyn Kelly, talking about ""guilt"" instead of ""grief."" Mason calls it out: ""This is all a script."" 

📍 The Fake Kids: Mason did the math. The kids in the photos Erika sent to Kolvet don't match Charlie’s actual children. Why the decoys? Why the secrecy? 

""You can’t work at Turning Point and challenge the narrative."" 

Watch the full INTERVIEW linked below and FOLLOW @LemmeReact and lets show him our support!"
"'2048839849399009792'","4/27/2026 15:01","Tweet","598","430","109","9","7","‼️EXPOSED: Why Turning Point 2.0 is a TOTAL Hijacking of Charlie’s Legacy—TPUSA Insider Tells ALL👀

Mason Lemme just resigned from his TPUSA chapter, and he’s telling us WHY. The ""Turning Point 2.0"" transition is a total fraud, Exposes the ""diabolical"" tactics used to silence TPUSA staff after Charlie Kirk’s death. From fake Uber stories to decoy children photos, the ""Turning Point 2.0"" leadership is desperate to keep the lid on the truth.

The Highlights:

📍 The Aubrey Purging: @AubreyLaitsch  was terminated for one reason: she questioned the ""totally bogus"" Uber story and the suspicious circumstances of Charlie Kirk’s assassination. 

🚩 📍 Guilt vs. Grief: Watch the clip—Andrew Kolvet caught in a ""Freudian slip"" on Megyn Kelly, talking about ""guilt"" instead of ""grief."" Mason calls it out: ""This is all a script."" 

📍 The Fake Kids: Mason did the math. The kids in the photos Erika sent to Kolvet don't match Charlie’s actual children. Why the decoys? Why the secrecy? 

""You can’t work at Turning Point and challenge the narrative."" 

Watch the full INTERVIEW linked below and FOLLOW @LemmeReact and lets show him our support!"
"'2049862145915916600'","4/30/2026 10:43","Tweet","519","370","96","15","7","😱SHOCKING: TPUSA’s “HYPE SQUAD” Scandal —Partitioning Venues, Staged Questions & Paying Kids To REACT 👀

Turning Point is officially dead, and the receipts are coming in fast. They’ve moved from organic movements to ""Hype Squads""—paid recruits who are essentially the ""laugh track"" at their events

They are now recruiting and paying people to join the ""official hype squad,"" loading them up with free swag and jerseys just to show up. 

If you’ve ever been to a live studio taping of a sitcom or a late-night show, you know they have people who prompt the crowd to laugh, clap, or cheer at specific moments. This is exactly what Turning Point is paying for.

🔘Designated Reactions: These paid recruits are strategically placed to clap, yell, and laugh at designated points to make it look like the speakers have public backing.

🔘Staged Questions: It’s not just the applause that’s fake. If you go back through the footage of their last few events (like in Georgia), the people ""randomly"" asking questions are actually their own paid Hype Squad members. The ""public engagement"" is a scripted performance. 

🔘Loading Up on Swag: They are recruiting people, loading them up with jerseys, hats, and pins, and paying them to attend just to make it look like they can draw a crowd. 

🔘The Partition Trick: They are literally partitioning off sections of venues to make the rooms look smaller so they can claim a ""packed stadium."" If you have to hide the empty seats to hide the failure, you’ve already lost. 

🔘The Attendance Lie: In Idaho, they claimed a ""massive crowd"" of 400 people. You’re at a university with 10,000 students and you can't even get 400 of them to show up organically? That is a disaster. 🏟️🚫

Charlie Kirk never had to pay people to show up. He had real support. Now, Erika Kirk is delivering nothing but a ""Big Fat L."" 

The only thing they are saving is appearances, while the movement crumbles behind the scenes. 

Don’t fall for the psyop. The crowds are fake, the questions are staged, and the ""hype"" is bought and paid for.

From: @Ryanmatta FOLLOW Him!"
"'2042798985505583346'","4/10/2026 22:56","Tweet","411","271","53","87","7","SHOCKING: Pastor James Kaddis Claims Investigating Erika Kirk Is A DEMONIC Act. —Watch Erika’s Proxy Try to Claim Were All Just JEALOUS🤡

LMAO. According to Pastor James Kaddis, if you’re asking where the TPUSA money went or why the ""official story"" of Charlie Kirk’s death keeps changing, you aren’t a seeker of truth—you’re just ""jealous."" 🤡

This clip is a goldmine because it shows exactly how the TPUSA/Biblein365 leadership uses ""spiritual gaslighting"" to avoid financial and moral accountability. By framing a legitimate investigation into murder, fraud and contradictory statements as ""demonic jealousy,"" they are attempting to insulate Erika from the consequences of her own paper trail.

Kaddis goes full proxy for Erika Kirk, claiming the investigation into her ""pathological lies"" is actually a demonic attack because she’s a ""Daughter of the King.""

THE REALITY CHECK:
The ""Jealousy"" Card: They want you to believe we hate her for ""what she has."" NO. We call her out for what she LACKS: Authenticity and Honesty. 

Lawfare & Proxies: Instead of answering the hard questions about the TPUSA fraud, Erika hides behind pastors who use the pulpit to threaten investigators with ""spiritual warfare.""

Notice how they frame a forensic investigation into their public records as being ""inspired by the Father of Lies."" It’s the ultimate shield for a pathological liar.

Erika Kirk isn’t being ""persecuted"" for her faith; she’s being EXPOSED for her inauthenticity. The ""King’s Daughter"" shouldn't need a team of proxies and lawfare threats to cover her tracks.

SOUND OFF: Is this ""spiritual discernment"" or just a desperate attempt to protect a sinking ship? 🚢⚓️"
"'2039126257745424619'","3/31/2026 19:42","Tweet","357","267","85","5","7","🚨 EXPOSED: Candace Owens Reads The ACTUAL Filing In The Tyler Robinson Case— She EXPOSES The States STRATEGY To ""RUN OUT"" The Clock On The Defense🕗⚖️

The establishment shills are out in full force right now, desperately running a massive psyop to convince you that the new Tyler Robinson court filing is a ""nothing burger."" They are lying to you.

Last night on the podcast, Candace Owens took the gloves off. She didn't just summarize the news; she went line-by-line through the actual 28-page defense filing. And what she exposed is a disgusting, immoral strategy by the state to intentionally sabotage Tyler Robinson's defense by running out the clock.

Here is what the paid shills are terrified you will find out:

THE INCONCLUSIVE BALLISTICS
Let’s establish the foundational fact the state is trying to hide: The ATF officially concluded that they cannot connect the bullet fragment found in Charlie Kirk's neck to the rifle allegedly found at the scene. It is legally ""inconclusive.""

The Feds are dirty in this case. The local police, UVU students, and SWAT insiders all know it. And because the physical science doesn't back up their manufactured ""lone gunman"" narrative, the prosecution is resorting to the dirtiest legal tricks in the book.

THE 12-TERABYTE SABOTAGE
The defense isn't asking for a 6-month delay because Tyler ""confessed"" (he hasn't—he plead NOT GUILTY). They are asking for a delay because the prosecution is intentionally hiding the evidence.

Here is the exact timeline of the state's immoral data dump, straight from the court documents:

From September to March, the defense was given 20,000 files, 61,500 pages of documents, and 700 hours of video. A massive amount of data to review.

Then, on March 12th—just two months before the scheduled May preliminary hearing—the state suddenly handed the defense a hard drive containing 12 TERABYTES of data and over 600,000 new files.

You do not drop 600,000 files on a defense team 60 days before a hearing unless your explicit strategy is to drown them so they cannot properly investigate the evidence. It would take a team of 800 paralegals working 800 hours each just to scratch the surface.

HIDING THE SCIENCE
It gets worse. The state is refusing to hand over the actual scientific data.

Since September, the defense has been begging for the raw forensic files, the metadata, the chain of custody logs, and the validation studies regarding the DNA and ballistics. Instead, the state is only handing them ""conclusory"" PDFs.

They are effectively saying: ""Here is our conclusion that Tyler is guilty. No, you are not allowed to see how we got there or if we faked the data.""

THE AUTOPSY COVER-UP
If you want absolute proof that they are stalling, look at how they handled Charlie Kirk's autopsy.

The autopsy was completed on September 16th. The state hid it from the defense until November 13th. * The autopsy photographs were taken on September 10th. The state hid them from the defense until March 18th.

Why would you hide crime scene photos from the defense for six months? Because you are terrified of what independent experts will find when they analyze them.

[THE ""GRIEVING WIDOW"" MANIPULATION]
This entire legal delay perfectly explains Erika Kirk's bizarre media tour. Remember when she went on Fox News begging for the trial to be ""rushed"" so she could put this chapter behind her?

It was a highly coordinated PR manipulation. The strategy is to use the emotional plea of the ""grieving widow"" to pressure a judge into denying the defense's request for more time, knowing full well the public will never read the court filings to see the 600,000 documents they just dumped on the defense.

They want to rush this trial because their evidence is fake, their ballistics failed, and they are terrified of what a real investigation will uncover.👀 🇺🇸

FOLLOW @RealCandaceO, RT and watch her FULL podcast below.👇"
"'2046723078235795919'","4/21/2026 18:49","Tweet","336","228","76","6","7","😱 The CHILLING Dinner Where Erika's Mom Tried to Buy a Piece of the Weapons Industry—Is Erika Kirk The New Jeffrey EPSTEIN?  👀

Candace Owens just dropped a bombshell that connects Erika Kirk and her mother, Lori Frantzve, directly to the world of specialized weapons trafficking—the exact same world where the Epstein syndicate was born.

In late 2016, while Donald Trump was campaigning, Lori Frantzve and her husband Larry Guinta were trying to get in on a very unique gun company. They weren't just interested in any firearms; they were targeting a company with a patent-pending for the only weapon in the world that features interchangeable calibers.

Think about that. A convertible weapon, a one-of-a-kind patent. And who was there to help sweeten the deal? Erika Kirk herself.

Candace describes the scene: A dinner in Scottsdale, Arizona, to discuss acquiring the patent. The selling point from Lori and Larry? ""We have access to government contracts."" And then, fashionably late, in walks Arizona's beauty queen, Erika Kirk, to ""sweeten up the potential deal."" She even allegedly hinted that she was dating a man with ""big political connections"" to make the offer more enticing.

This is the same pattern we saw with Victor Marx and the FoldAR. This is a syndicate that identifies unique, powerful weapons technology and tries to control it.

And here is the most chilling connection of all. Candace reminds us of the one fact the media desperately tries to erase: JEFFREY EPSTEIN BEGAN HIS CAREER IN WEAPONS TRAFFICKING. He was brought into the Iran-Contra scandal by Robert Maxwell. The sex and the blackmail came later. The foundation of his entire evil empire was built on the illicit trade of weapons.

Now look at the pattern with Erika Kirk. Guns. Trafficking. Sex trafficking allegations. Charities used as fronts. She is always floating around the exact same dark corners as Epstein's network.

Candace asks the question we're all thinking: When Epstein went down, are we supposed to believe his entire global network just vanished? Or did it reemerge, hiding in plain sight, perhaps in the not-for-profit world, with a new face at the front?

The evidence is mounting. Erika Kirk and her mother weren't just hawking doomsday EMP tech; they were actively trying to buy a stake in a one-of-a-kind weapon system. This isn't a coincidence. It's a continuation of a pattern.

The syndicate is still operating. And it looks like they found a new, more palatable face to front their operation.

The pattern is undeniable. Share this everywhere. The world needs to know that the network didn't die; it just changed its name. 🇺🇸⚓️

FOLLOW @RealCandaceO, RT and watch her FULL episode linked below. 👇"
"'2049637698827104437'","4/29/2026 19:51","Tweet","222","144","46","7","7","‼️EXPOSED: Candace Owens Just TORCHED Erika Kirk’s Biggest Lie Yet— Challenges Erika To Face Her Detractors HEAD ON! 👀

Erika Kirk just released a 9-minute, teleprompter-heavy monologue, and it’s officially giving ""Hillary Clinton Campaign"" energy. Candace isn’t just pulling the receipts; she’s incinerating the entire narrative.

Erika actually looked into a camera and claimed Candace Owens accused her of murdering Charlie Kirk. One problem: It never happened. 

🛑 Candace has called her a liar, a fraud, and an astroturfed CEO—all of which she’s proven—but she never made that claim.

The Desperate PR Clean-up:When the internet immediately clocked the lie, Erika’s team (Blake Neff and Andrew Kolvet) scrambled for excuses:

They claim Candace ""implied"" it by saying police should have questioned her. (Uh, yeah... that’s what happens in investigations when the stories don't line up! 

Andrew Kolvet leaked a private text from December—a clear joke between friends making fun of the media—to justify a public lie told today. Candace’s response? ""RELEASE THE WHOLE CHAIN."" She has nothing to hide. 

As Baron Coleman rightly said, being a widow isn't a ""free pass to lie and gaslight everyone you meet."" Candace is asking the questions that actually matter:

Why won't you release the video of Charlie allegedly appointing you CEO? Donors are calling it fake. 

The Surgeon Lie: Why did you lie to Candace’s face about the surgeon going ""rogue""? 

You were too ""traumatized"" for UGA, but you’re rubbing elbows with the FBI director at a DC gala for a ""social experiment""? Make it make sense. 

""You aren't smarter than the public, Erika. Stop with the scripted performances and start answering the questions meaningfully."" 

The public is tired of being gaslit. Is Erika digging her own grave with these lies? Sound off.

FOLLOW @RealCandaceO, RT and watch her FULL episode linked below.👇"
"'2046552293525352645'","4/21/2026 7:31","Tweet","94","72","18","4","7","😱Newly Released GRAMA Files from UVU reveal TWO Massive Bombshells. They Were WARNED The Day Prior & 2 Persons Impersonating Senators We're Trying To Get Info On The Security Plan For CK's EVENT. 👀

We just got our hands on 112 pages of internal communications from Utah Valley University's administration and police chief, obtained through a GRAMA records request. If you’ve been following the investigations by Candace Owens, Baron Coleman, and our team, you know the ""official"" narrative has been falling apart.

Now, we have their own internal chats—and the red flags are absolutely blinding.

Here are the MAJOR BOMBSHELLS the UVU administration was desperately trying to hide:

💣 BOMBSHELL 1: THE ""FAKE SENATORS"" AND ""THE PLAN"":
The night before the assassination (Sept 9th at 10:35 PM), panic erupted in the UVU staff chat. A staff member reported that two men claiming to be ""senators"" showed up at their offices ""asking to talk to police about a plan"". UVU staff later brushed this off, stating they were just ""GOP reps who played like they knew more than they did!"". 

Questions: Who were these unidentified men? Why were they trying to coordinate a ""plan"" with UVU police less than 24 hours before a catastrophic security failure?

💣 BOMBSHELL 2: THE INTERCEPTED WARNING: 
On September 9th, an urgent email was flagged internally stating: ""[REDACTED] he wants us to get a message to Charlie Kirk"" along with a phone number. 

Questions: Was someone trying to warn Charlie’s team? Did UVU intercept a threat and fail to pass it along to his inner circle?

💣 BOMBSHELL 3: THE 30x20 FLAG PANIC: 
In the days immediately following the shooting, the chat logs reveal a frantic, highly coordinated operation by the UVU Cabinet to hang a massive 30x20 American flag over the courtyard. They rushed it down from Logan, Utah, and bypassed normal protocols to get it installed immediately. 

Questions: Was this truly a memorial, or a desperate move to block sightlines and physically alter the crime scene to hide trajectory paths from independent investigators?

💣 BOMBSHELL 4: THE BOTCHED ALERT SYSTEM:
At the time of the shooting, UVU's automated alert system was sent out with placeholder text, reading: ""UVU Alert: Shooter in [INSERT location], avoid area"". Even in the midst of the chaos, their emergency response protocols were completely unready for the threat.

The breadcrumbs are all here. Tyler Robinson didn't bypass an entire accredited police department by himself. UVU is hiding behind ""legal exemptions"" to censor the rest of these documents because they know it completely shatters the state's narrative.

SHARE THIS EVERYWHERE. The truth is in their own files.

I will link the PDF of the files below. Credit to Daily Caller for obtaining these documents.👇"
"'2043672406057754896'","4/13/2026 8:47","Tweet","6426","4251","619","132","6","🕵️‍♂️ ASSET OR WIDOW? CIA Analyst Breaks Down the Pattern of Lies—Intelligence Assessment of Erika Kirk 🧐⚖️

Leah from @leahfiles spent my career at the CIA and advising intelligence agencies and has seen how assets are built, how they are managed, and how they are deployed. And looking at Erika Kirk, she doesn't see a grieving wife—she sees a textbook Intelligence Asset—and I AGREE

There are two types of liars: normal people who lie for self-benefit, and assets who have lives built for them. Erika’s lies aren't random; they follow a strategic pattern. 

RED FLAGS🚩
1⃣ The 24-Year-Old CIA Connection
In 2013, at just 24, Erika was the face of a documentary about Electromagnetic Pulses (EMPs) and taking down the American power grid. Her mother owns a defense contracting firm that specializes in this exact tech.

Why is a 24-year-old pageant girl with no technical background sitting down with the Director of the CIA? 

You don't get that access by ""accident."" You get it because you are incredibly well-connected and being groomed for a role. Yet, she never speaks about this today.

2⃣ The ""Divine"" Jerusalem Encounter
In May 2018, Erika claims a ""chance"" meeting with Charlie Kirk at an airport during a pilgrimage to Israel.

This screams Planned Encounter. In the biz, you ""bump into"" your target to establish a baseline relationship so the eventual ""real"" meeting feels organic.

Erika allegedly used connections like Tyler Boyer and Cabot Phillips to learn everything about Charlie—his faith, his triggers, his ""ideal woman""—and then played that role to perfection. 🎭

3⃣ The ""Nonprofit"" Interview
At 29, living in NYC, Erika flies to Arizona to interview for a ""nonprofit"" job (TPUSA) while supposedly holding two degrees (which investigators are now proving is likely a lie). She then flies back to NYC and gets a real estate license.

What she does and what she says never add up. That is the definition of living a ""legend"" (a fake background created for an operative).

🧐 Who is the Mastermind?
If you look at the epicenter of Superfeat Technologies, the Israeli connections, and the TPUSA takeover, Erika isn't the one pulling the strings.

The real player sits in the middle: Her Mother. 🕵️‍♀️

Erika is the face, the role-player, and the integrated asset. She integrated herself through Cabot and Boyer to reach her target: Charlie Kirk. She learned who she needed to be, and she executed.

This isn't a love story; it's an operation. ""She’s not the mastermind... but she plays the role.""

What do you think? Is Erika a ""providential"" wife, or was she deployed to steer CHARLIE from the inside? Sound off below. 👇

From: @leahfiles FOLLOW Her!"
"'2040807236482564177'","4/5/2026 11:02","Tweet","4104","2775","1035","79","6","🚨 EXPOSED: Erika Kirk Caught RIGGING THE Q & A Event At GW University This Week - Student Says 3 Of Out The Person's Were PLANTED And Questions Were STAGED!😱

If you needed any more proof that Erika Kirk has completely abandoned the principles Charlie Kirk built his life on, here is the smoking gun.

A student who just attended the Turning Point USA event at GW University featuring Erika Kirk and Karoline Leavitt just did an interview blowing the whistle on the entire operation. According to the students on the ground, the ""Free Speech"" event was a carefully orchestrated, heavily censored theater production.

According to the student in the clip:

The ""Plants"": At least 3 out of the 4 people who got to ask questions during the Q&A were literally affiliated with the event/organization. They were planted there.

Not Even Students: Half of the people hand-picked to ask questions weren't even actual GW students!

The Cut-Off: The organizers rigged the line so their ""plants"" could ask soft-ball, pro-administration questions. Then, the absolute second an actual student with a dissenting opinion stepped up to the mic, they magically ""ran out of time"" and shut the entire thing down. Because they can’t handle the heat.

This student said it best: He respected Charlie because Charlie actually valued freedom of speech and talked to people who disagreed with him. This new regime is just creating a safe space bubble to protect themselves from real questions—like, perhaps, questions about the investigation into Charlie's death?

Charlie Kirk built his entire legacy on the ""Prove Me Wrong"" table. He was fearless. He wanted to debate the other side, and he never backed down from a tough question from a hostile student.

The ""New"" TPUSA? They are terrified of unscripted moments.

The students are waking up. The movement sees right through the facade.

Watch the clip for yourself. What happened to the fearless TPUSA we used to know? 👇

From: @CalltoActivism FOLLOW Them!"
"'2045965562090815548'","4/19/2026 16:39","Tweet","3115","1745","864","106","6","PREMEDITATED: The Chief Rabbi's Letter Is. The Smoking Gun That ""They"" Killed Him—DATED 8 DAYS BEFORE THE ASSASSINATION 👀

The ""official narrative"" just hit a brick wall. We have been tracking the ""fedslop"" for 7 months, but this document—posted by the Israel Heritage Foundation (IHF)—is the ultimate smoking gun.

Look at the date. Look at the facts.

The Evidence:A formal letter of condolence from David Yosef, the Chief Rabbi of Israel, addressed to the family of Charlie Kirk.
The Date on the Letter: September 2, 2025.

The Day of the Murder: September 10, 2025.

The Chief Rabbi of Israel was mourning Charlie Kirk EIGHT DAYS before he was assassinated at UVU.

How does the highest rabbinical authority in Israel send a letter regarding the ""vile and cruel murder"" of a man who was still alive and well? This isn't a typo; this is a pre-written script that was released too early.

The Jerusalem Connection: We’ve been talking about the ""Handler Theory"" and Erika Kirk’s ties to high-level Israeli interests for months. This letter proves that the ""event"" at UVU was known and finalized in Jerusalem well before it happened.

The Fact-Check Panic: The fact-checkers are already going into overdrive to call this a ""clerical error."" But in the world of high-level diplomacy and Chief Rabbis, you don't ""accidentally"" date a murder condolence letter 8 days early.

They had the condolences ready before the ""Single Sniper"" even took his position on the roof.

They’ve been feeding us a story while they’ve been following a timeline. If they knew he was going to be ""murdered"" on September 2nd, then the UVU event wasn 't a tragedy—it was an execution by appointment.
We were all right. The truth is coming from the archives they forgot to scrub.

Watch the dates. Trust the data. The ""grassroots"" mask is gone. 🇺🇸⚖️

Credit: @RT_com FOLLOW Them!"
