"tweet_id","created_at","type","language","engagement","favorite_count","retweet_count","reply_count","bookmark_count","target_hits","risk_score","text"
"'2048977445466812765'","4/28/2026 0:07","Tweet","en","2677","1927","528","105","117","4","0","‼️EXCLUSIVE: TPUSA Event At Iowa State With Erika Kirk And JD Vance CANCELLED Citing ""SCHEDULING CONFLICT—TPUSA Insider Says NOT TRUE!! 😱

A bombshell is rocking the political landscape today! I've just received exclusive information directly from an inside source at Turning Point's Iowa chapter. Remember that heavily promoted event this Thursday, April 30th at Iowa State University featuring Erika Kirk and JD Vance? It’s been officially CANCELED.

While Turning Point is publicly citing ""a matter of scheduling conflicts,"" our reliable source inside the chapter tell a completely different story. According to these insiders, the real reason is a crushing case of ""low turnout."" They don't have enough people to fill the seats, and TPUSA, ever focused on metrics and theatrics, supposedly doesn't want to be seen with an empty arena. This directly contradicts their public explanation, creating a massive credibility crisis.

This follows a growing wave of people, like Mason Lemme from Texas State University and others, who are stepping down and speaking out about TPUSA's inner workings. The momentum is clearly shifting. 

Is This The End Of TPUSA? Is their empire crumbling? Share this everywhere! Let the world know the truth behind the cancellation!"
"'2038335503389323488'","3/29/2026 15:20","Tweet","en","2675","1819","749","107","0","0","2","🚨 What The Trump Administration ISN'T Telling YOU About Iran—The AWACS Was A Precision Strike🔰💥

This is an absolute must-watch from a former US military service member, Joshua Dorty. You have seen the wreckage of the US plane destroyed by Iran, but the media is lying to you about how it happened. This was not a lucky shot.

Here is the terrifying reality the Deep State does not want you to understand:

Joshua, a combat vet who actually served on this specific AWACS plane (""Balls Five""), reveals that Iran executed a perfect precision strike. They didn't just hit the plane; they targeted the exact spot—the AF lower lobe—where the crucial AN/AY-2 radar array sits.
This radar makes the AWACS a multi-billion dollar, irreplaceable asset. By hitting that exact spot, they didn't just damage a plane; they took that entire critical piece of command-and-control technology out of the war, forever.

This raises two horrifying questions:

How did Iran’s intelligence know exactly where to strike to neutralize the aircraft?
How did they successfully defeat the advanced US air defenses at Prince Sultan Air Base?

This suggests massive intelligence sharing from Russia or China. The axis of power is aligned against us, and they are demonstrating precise, devastating capability.

Joshua is a Purple Heart recipient with four tours in the Middle East. He knows the cost of war. He is urging us to look past the political division. This is not Left vs. Right. This is Top vs. Bottom. The elites want a World War III for their own benefit (the decline of the dollar, BRICS, etc.), and they are driving us toward it every single day.

They are dividing us with mind control so we fight amongst ourselves, while they prepare to send our children and grandchildren—because that is who will fight this war—into a global meat grinder.

We cannot afford a civil war at home. We cannot afford this escalating, illegal war with Iran. Pray for the kids who are already over there or who will be sent. Take off the division hats for a minute and ""put on your human goggles.""

We need to stop the Deep State's march to World War III before it is too late. Share this everywhere. 🇺🇸⚓️"
"'2044269177242804464'","4/15/2026 0:18","Tweet","en","2633","2048","373","84","128","1","4","🆘CHECKMATE: Candace Owens JUST Responded On Instagram To @victormarx Calling His BLUFF —Inviting Corby Hall And Victor Marx On The SAME Show For A Debate.👀

We are exclusively covering the dynamic fallout of the Victor Marx / Candace Owens standoff. Marx initially responded to Candace’s trafficking bombshells with a passive-aggressive ""I'm praying for you"" and a general challenge to come on her show.

Candace Just Accepted—With a Massive Catch:Candace didn’t just say yes to the debate; she brought the primary whistleblower to the table. In a new Instagram comment, Candace publically called Marx out:
“We’re actually going to have Corby Hall of FoldAR on and he’s game to do the show with you. Happy to have you both on if you agree?” 👱‍♀️⚔️

This isn't a ""prayer circle."" This is an active investigation. Candace is calling for Victor Marx to answer, live and on the record, for:

The alleged demand for 50,000 FoldAR rifles for the IDF. 📦
The pressure to ""retool"" Corby Hall using Project Bluebird-style psychological techniques. 🧠

His explanation for the ATF trace at 9:00 AM on 9/10 on the morning of Charlie’s death. 🔫

Will Victor Marx step onto a stage and debate the very man who has provided a sworn statement against him regarding illegal arms exportation? Or is the ""man of God"" who told Corby ""I could whoop your ass"" suddenly going to have ""scheduling conflicts""?

This is the definition of a ""Battle Bun"" checkmate. Victor Marx tried to use ""prayer"" and ""love"" as a defensive pivot, but Candace Owens just called his bluff in front of the entire movement.

The ball is back in your court, ""Pastor."" 🎾🔥

👇 WATCH THE SHOWDOWN unfold. Comment below: Will he agree to face Corby Hall?"
"'2038228155912118476'","3/29/2026 8:13","Tweet","en","2629","1997","548","84","0","3","1","🚨 EXCLUSIVE: Never-Before-Seen Photos from the Day Charlie Kirk Was Assassinated—Salt Lake Tribune Photographer Drops New UVU Photo Set🔎😳

Salt Lake Tribune photographer Trent Nelson has just released a massive, brand new photo set from the ground at the TPUSA event at Utah Valley University on September 10, 2025 where Charlie Kirk was assassinated.

These are not the scrubbed, sanitized, tightly-framed images the mainstream media has been feeding you for months. These are raw, high-resolution photos of the TPUSA event leading up to, during, and the aftermath of the big bang that everything changed.

Here is why this is absolutely massive for our investigation:

 Now, we have an entirely new set of visual data to comb through. We are looking at the background. We are looking at the crowd. We are looking for the military guys inj maroon shirts, drones, anomalies, and anyone who looks like they knew exactly what was about to happen.

Every time new raw footage or photography drops, the official Deep State narrative falls apart just a little bit more. They wanted to lock this entire crime scene down and tell you to stop asking questions. But they cannot stop independent journalists and awake Americans from analyzing every single pixel of these new images.

We are going to match Trent Nelson’s photos with the rest of the evidence we have compiled. The syndicate operates in the shadows, but we are dragging every single detail into the light. 

Go Max! 🇺🇸

Credit: @trenthead FOLLOW Him!"
"'2041716895343112272'","4/7/2026 23:16","Tweet","en","2583","1683","456","72","372","2","3","🚨BOMBSHELL: THE FBI’S Stairwell PHOTO Released Of The Suspect In The Charlie Kirk Case Is REAL—Baron Coleman Just PROVED It Was Taken On September 10th🧾🧐 

The speculation is OVER. The questions about whether the FBI manufactured the stairwell photo of the alleged Charlie Kirk assassin have been decisively answered.

In a massive, independent investigation, Baron Coleman just dropped a definitive piece of evidence that proves the picture is AUTHENTIC and was taken on September 10th, 2025—the day of the catastrophic ""Big Bang"" at UVU that took Charlie Kirk’s life.

🧩 HOW HE DID IT: THE SATELLITE SMOKING GUN
Critics have long argued that the FBI’s image was a generic stock shot or even faked to fit their timeline. Baron Coleman just used their own evidence against them, pairing it with independent satellite imagery taken moments before the event:

The Match: Coleman pinpointed two highly distinct vehicles in the UVU parking lot in the aerial view.

The Confirmation: He then found those EXACT same vehicles visible in the background of the FBI’s stairwell shot.

The Verdict: This perfect synchronization proves beyond any doubt that the two images were taken on the same day, at the same location, just minutes apart. The ""stairwell shot"" is the real deal.

""If you open both pics, you'll see the same truck and grey hatchback in both pics... One is an aerial view... The other is a pic released by the FBI... This is evidence the pictures were taken on the same day."" —Baron Coleman

🤯 BUT WAIT—THERE IS A MASSIVE NEW PROBLEM.
While the picture is now proven authentic, it raises a question that should terrify the establishment: If the picture is real, then who is in it?

Because one thing is certain: IT IS NOT TYLER ROBINSON.

The facial features don't match. It looks nothing like him. Let’s look at the facts:

Earlobes Never Lie: Tyler Robinson has attached earlobes. Look closely at the picture. The alleged suspect has open earlobes. This isn't a shadow. It's a fundamental genetic difference.

Unresolved Idents: If the figure isn't the patsy they told us it was, then we are looking at a different operative entirely—one the FBI still hasn't accounted for.

❓ WHERE DO WE GO FROM HERE?
This is the definition of ""two steps forward, one step back."" We now know the FBI’s evidence isn't faked, but that only proves their official story is a lie. They identified the wrong person.

The ""ghost in the machine"" just became a whole lot more dangerous. Is this the ""glitch they can't patch""? Are we dealing with two different operatives, or did they find a lookalike with the wrong earlobes?

This wasn't just digital chaos; it was a digital monument of truth that forces the establishment to answer a new question: If that isn't Tyler Robinson, then who is the real threat still out there?

Let’s discuss. Who is this figure in the machine? 👇
From: @baroncoleman FOLLOW Him!"
"'2041941911502483727'","4/8/2026 14:11","Tweet","en","2551","1938","301","312","0","2","0","🚨EXPOSED: Tyler Bowyer Just FROZE Mid-Sentence When Asked About How He Met Erika Kirk— He Never Once Addresses Erika’s “Family Friend” Claim🧐

Watch this clip of Tyler Bowyer attempting to explain how he met Erika Kirk. He starts explaining how he “knew a few Miss Arizona” contestants before Erika… then completely freezes mid-sentence, pivots hard, and never finishes the thought.“Many of them and I known a few Miss Arizona through there is lot people that get involved with the pageant world…” He literally stops himself. No explanation. Just radio silence and a quick subject change to the “Trump rally cold call” fairy tale.  

That wasn’t a normal pause. That was a man realizing he was about to say too much.  Meanwhile, Erika Kirk herself has gone on record multiple times calling Tyler Bowyer a “family friend” who introduced her to Charlie and helped her infiltrate Charlie's circle. Tyler’s version? “She cold-called me out of nowhere as Miss Arizona because she loved Trump.”  

Two completely different stories. One of them is lying about how deep their connection actually was before the romance.  Why the cagey response? Why omit how you really knew Erika? And why does the “family friend” detail keep going ignored?  

This isn’t transparency. This is damage control with the plot holes showing.  What else are they not telling us?  

From: @NihiloX FOLLOW Him and check out his other deep dives into Tyler."
"'2045564403643293988'","4/18/2026 14:05","Tweet","en","2550","1799","618","133","0","2","0","BREAKING: IRS  Officially Opens Investigation Into TPUSA For Violating Their Non-Profit Status!⚖️ 👮‍♂️

We were told it wouldn’t happen but I have received official confirmation from the IRS Whistleblower Office (Claim Number: 2026-002350) regarding an investigation into Turning Point USA (TPUSA). This isn't just a rumor—this is a documented case assigned to the Department of the Treasury.

What This Means:The IRS doesn't just hand out claim numbers for nothing. They have assigned this to the Whistleblower Office to determine if an investigation is warranted based on specific evidence of non-profit tax law violations.

HOW YOU CAN HELP: If you have information, evidence, or have witnessed TPUSA violating non-profit tax laws (like engaging in prohibited political activity or financial mismanagement like in the post below or previous violations unearthed by @FinanceWolves, YOU NEED TO FILE.

Don't let them hide behind their tax-exempt status. Use IRS Form 13909 (Complaints Against Non-Profits) to report what you know. You can file this ANONYMOUSLY as well. 
👉 Download the form here: https://t.co/ur0ailcAsM

We aren't just tracking planes—we are tracking the money. It’s time for people to see the facts for themselves and make an informed decision. The side of truth has nothing to hide. 🇺🇸⚖️"
"'2045635935002390983'","4/18/2026 18:49","Tweet","en","2513","1872","311","127","203","5","0","Victor Marx Responded And It SEEMS Like A Trap—The Dire WARNING For Candace Owens⚠️

The ""spirit of discernment"" is screaming on this one. Watch this clip—people are starting to wake up to how these ""military-minded"" players operate.

Victor Marx just accepted an interview with Candace Owens, but his ""terms and conditions"" are ringing every alarm bell in the book.

Why this smells like a Setup:
1️⃣  He waited exactly 24 hours to respond. In OSINT and military ops, silence is always for a reason.

2️⃣ He’s demanding a face-to-face in her studio. Everyone knows Candace’s studio is in her home. Why does a military-linked man need the exact coordinates and layout of her private residence?

3️⃣ He’s promising to ""share stuff about Turning Point."" Is he a Trojan Horse sent to neutralize one of the few voices actually challenging the narrative?

As the video says, this man has that calm, steady voice designed to put you to sleep before the strike. He’s talking about ""spending time"" with America’s #1 enemy on his side of the fence. Since when do they ""look forward"" to meeting Candace?

This doesn't pass the sniff test. It’s the same ""fedslop"" deception we’ve been seeing at the border and with the Kirk investigation. They are trying to lure the truth-tellers into a controlled environment.

@RealCandaceO , if you’re listening: USE YOUR DISCERNMENT. Do not let foreign spirits—or military handlers—into your home. Do A VIRTUAL Interview. 

The revolution will be streamed, but it must be protected. 🇺🇸⚖️

From: @samsfamreacts FOLLOW Her!"
"'2043219256280576462'","4/12/2026 2:46","Tweet","en","2483","1877","527","79","0","3","4","🚨Erika Kirk Just Made A New LEGAL Maneuver In Tyler Robinson Case—Is She WORRIED About the TRUTH Coming Out? ⚖️🏛️

The narrative is crumbling, and the Non ""Grieving Widow"" knows it. 

Yesterday, April 11th, Erika Kirk filed a massive new motion in the Tyler Robertson case. While the mainstream media will tell you she’s just a ""grieving widow"" taking an interest, those of us in the investigation community know exactly what time it is: Damage Control.

The ""Celebrity Fixer"" Moves In
Erika isn't just watching from the sidelines anymore. She has officially petitioned the 4th District Court of Utah to bring in Jeffrey Adam Neiman—a high-powered, Florida-based ""celebrity lawyer"" known for representing big names like Logan Paul.

Why does a simple murder case need a superstar attorney from across the country? Because we are winning. Our community has been systematically picking apart the ""official"" story. We’ve exposed the manufactured evidence. We’ve highlighted the lies. And now, suddenly, Erika needs a ""hands-on"" role with a legal shark by her side.

 Why Now? (The Railroading Continues)
Let’s look at the pattern. We already know her history:
She already pushed for a Speedy Trial, clearly hoping to rush Tyler Robertson to a verdict before the real evidence could be scrutinized.

She’s been vocal about wanting Cameras in the Courtroom, likely to ensure she can play the role of the ""martyr widow"" for the Fox News cameras one last time.

But this new motion—to have her own personal interests represented directly in the trial—is a desperate pivot. It signals that the prosecution’s narrative is weak, and she’s stepping in to ensure the ""script"" stays on track.

The fact that she wants to be ""hands-on"" now—while showing zero interest in the investigation and zero genuine anger toward the man accused—tells you everything you need to know about who she thinks actually belongs in that courtroom.

The April 17th Showdown
Tyler Robertson’s next hearing is less than a week away. This is an evidentiary hearing where they’ll decide on those cameras and microphones. Erika wants the spotlight, but she also wants to ensure the evidence we’ve unearthed—evidence that proves Tyler couldn't have done this—never sees the light of day.

They are writing the script as they go... they are going to try to double down and manufacture more evidence. 

We aren't going away, Erika. You can bring in all the Florida lawyers you want, but you can't litigate away the truth.

Is this ""hands-on"" motion a sign that she’s scared of what we’ve found? Or is she just preparing for her next big ""performance""? Sound off in the comments. 👇"
"'2041881411544567963'","4/8/2026 10:10","Tweet","en","2471","1262","319","114","776","2","1","🚨 SHOCKING: Unreleased Footage From The Charlie Kirk Assassination At UVU— Seconds AFTER The Big Bang🎇

I went through my private archives and found something that made my blood run cold. I was sent this video shortly after the Charlie Kirk assassination at UVU on September 10th, 2025. Looking back through my feed, I don't think I ever actually released this.

This is the raw, unfiltered reality of that day.

🌪️ THE MOMENT THE WORLD CHANGED
This isn't a polished news report. This is a cell phone in the hand of a student who was just feet away when the ""Big Bang"" happened. You can feel the ground shake and the immediate, heart-stopping panic as hundreds of people realize their lives are in danger.

In this clip, pay attention to:

The Sound of Chaos: The screaming isn't just noise—it’s the sound of a generation losing its innocence in real-time.

The Witness Dialogue: Listen to the students talking. You can hear the pure, unadulterated shock in their voices as they try to process what they just saw. 

The Immediate Aftermath: You’re looking at raw, visceral terror. These people were scrambling for their lives, trapped in the nightmare of not knowing if a second shooter was around the corner. Contrast this genuine panic with the bizarrely calm ""casual stroll"" of the AMAZING Mikey McCoy—who was already on his cell phone before the echoes died down—or Terryl Farnsworth, who was busy snapping an impromptu selfie to pronounce Charlie dead before the smoke had even cleared. The difference between the victims and the ""actors"" has never been more obvious.

🧩 THE MISSING PIECE?
Why am I sharing this now? Because the truth about what happened at UVU is being buried by the day. They are actively deleting and altering original footage. This video captures was archived BEFORE the establishment could scrub the net.

We all know the truth about what actually happened there... the world knows what you did.

👁️ LOOK CLOSELY
Every time a new piece of ""lost"" footage surface, the establishment panics. They want us to remember a clean headline. They don't want us to hear the voices of the students who were actually there—the ones who saw the bang and said that it didn't sound like a gunshot but sounded like a firecracker, the ones who saw the drones lying above and the ones who know Tyler Robinson isn't the whole story.

Is this the smoking gun we’ve been looking for? Or just more proof of the absolute digital and physical chaos they created to cover their tracks?

Watch the background. Listen to the voices. Tell me what you notice in the comments. 👇"
"'2039076105701798155'","3/31/2026 16:23","Tweet","en","2459","1544","362","211","342","7","4","🚨 MEET THE 'NEW GARY': TPUSA’s Latest Talking Head Just Accidentally Proved Candace Owens Right.😂🤯

You have to almost feel sorry for Turning Point USA at this point. After their previous disinformation minister, ""Gary,"" humiliated himself so thoroughly on this platform that he had to be memory-holed, Andrew Kolvet and Blake Neff dragged a ""New Gary"" onto The Charlie Kirk Show today to try and salvage their collapsing narrative.

Their mission? To gaslight the American people into believing that the explosive Daily Mail report—which confirmed the bullet found in Charlie’s neck does NOT match the gun found at the scene—is just ""misleading garbage.""

But ""New Gary"" (Justin Nazarov, CEO of Phoenix Ammunition, who they clearly brought on because he owns a gun company and has ""takes"") immediately fumbled the ball. In an unparalleled moment of accidental wit, he actually confirmed that Candace Owens was right weeks ago when she reported the bullet was fragmented. Thanks for the assist, Gary 2.0.

It’s time to peel back the layers of this desperate, panicky gaslighting session and debunk their claims line-by-line using actual facts and the official court filing they are terrified you will read.

THE BIG LIE: SPINNING THE BALLISTICS FAILURE:
TPUSA’s entire segment was dedicated to attacking the Daily Mail headline: ""Bullet used to kill Charlie Kirk, did not MATCH rifle allegedly used by suspect Tyler Robinson, new court filing claims.""

Kolvet, Neff, and the New Gary tried to spin this as ""completely and utterly misleading,"" arguing that the only reason it didn't ""match"" is because it was fragmented, making toolmark analysis ""best guess pseudoscience."" They are desperately trying to convince you that this is just a spin by the defense team.

THE FACT-CHECK:
They are lying to you to contaminate the jury pool. If you actually look at the official defense filing (attached below), it doesn't say ""the defense claims there is no match.""
It explicitly states on Page 2, Paragraph 2: ""...but his defense attorneys now argue that the Bureau of Alcohol, Tobacco, and Firearms ATF was unable to identify the bullet recovered at autopsy to the rifle allegedly tied to Mr. Robinson.""

The ATF—the federal government's own ballistics experts—are the ones who cannot match that fragment to that gun. Period. The New Gary can talk about hollow points all he wants, but he cannot change the fact that the actual physical evidence does not connect the patsy to the alleged murder weapon.

THE SECOND LIE: THE DNA EVIDENCE:

During the segment, New Gary tried to argue that even without a bullet match, they will have other ""conclusions"" to present, hinting at DNA.

THE FACT-CHECK:
Again, read the filing (Page 3, Paragraph 1). The defense explicitly notes that the delay is needed because the FBI and ATF DNA reports indicate that ""several different DNAs were found on some items of evidence.""

It is NOT just Tyler Robinson's DNA. This was a contaminated crime scene with at least five different persons' DNA profiles found on various items recovered. They are trying to pretend it’s a neat ""lone gunman"" scene when the physical evidence screams that this was a multi-person operation.

THE THIRD LIE: THE FAMILY 'BETRAYAL' MYTH:
The most disgusting part of the TPUSA segments is their relentless attempt to frame Tyler’s family. Andrew Kolvet smirked about how the prosecution plans to call Tyler’s parents and his boyfriend, Lance Twiggs, to testify. They use this fact to perpetuate the lie that the family suspects Tyler and turned him in.

THE FACT-CHECK:
This is classic gaslighting. Just because the state calls someone as a witness does not mean they are supporting the state’s narrative. Have these high-paid ""political operatives"" never heard of a hostile witness? They are trying to imply that the family’s presence in court proves Tyler's guilt, which is an absurd logical fallacy.

Let's look at what the family actually says:

Tyler Robinson’s grandmother has gone on record stating she does NOT believe Tyler shot Charlie Kirk.
She further confirmed Tyler doesn't even own a rifle, is not a ""gun guy,"" had no experience firing weapons, and actively disliked guns.

Independent journalists Brandi and Billie from the Brandi & Billie Show on YouTube spoke directly to Tyler's family at a hearing. The family told them they don't think he could have done it and that only 2% of what the mainstream media has reported is actually true.

THE REAL STORY: THE VOLUNTARY SURRENDER:
Kolvet and Neff are again lying about how Tyler was apprehended, claiming endless documentation proves his parents recognized the gun on the news and turned him in.

THE FACT-CHECK:
This is another easily debunked lie that TPUSA hopes you won't check.

Candace Owens has a source close to the Robinson family who explicitly confirms Tyler's parents did NOT recognize the gun from the news, nor did they turn him in because they suspected him.

We know this is fact because the initial gun photo circulating during the manhunt was not even the actual gun found. It was stock footage of a different weapon, not the WWII-era Mauser rifle allegedly recovered. How could his dad have noticed a gun that was never shown?

The real reason Tyler surrendered, per Candace’s source, is that he was terrified of armed thugs—aka the SWAT team—busting down his and his parents’ door, destroying their home, and potentially shooting them. He came in voluntarily to clear his name and protect his family.

Furthermore, we now know that Tyler Robinson did NOT confess to anything and has officially plead NOT GUILTY!

Most damning of all? ALL video footage allegedly showing Tyler Robinson and his parents entering the sheriff's station to turn himself in has mysteriously gone missing or was allegedly destroyed. Multiple news outlets have confirmed that their FOIA requests for this crucial video have been denied because the footage conveniently no longer exists.

THE DAMNING ADMISSION: TPUSA’S FEAR
The final piece of this storytelling narrative is the most telling. Ask yourself: Why are Andrew Kolvet, Blake Neff, and Jack Posobiec—who claim to have been Charlie's ""friends""—actively against the defense’s motion to postpone the preliminary hearing? Why are they trying to rush this trial along and railroad this kid despite overwhelming evidence that he is a patsy?

If they were real friends who actually wanted justice for Charlie Kirk, they would welcome more time for a thorough investigation to ensure the correct assassins faced justice.

Instead, they are terrified of the six-month delay the defense is asking for to review the 20,000 files and 700 hours of video. This rush to judgment, this attempt to sweep everything under the rug, is in my journalistic opinion, an admission of guilt.

They are freaking out because their entire fed-slop narrative is falling apart in real-time. They know that once Tyler Robinson is found not guilty, the spotlight will turn inward—toward the people closest to Charlie, the ones who had significant motive to see him dead. That is what they are truly terrified of.🇺🇸"
"'2042263828818280943'","4/9/2026 11:30","Tweet","en","2452","1765","651","36","0","2","5","🚨 TRENDING: The Charlie Kirk Timeline Is A LIE. The FEDS Got CAUGHT Red-Handed. If They Planned A COVER UP... Common Sense Says They PLANNED The Assassination As Well🎯

Stop what you are doing. The entire ""official story"" of the Charlie Kirk assassination just went up in smoke. Baron Coleman just dropped a nuclear-level bombshell with verifiable court documents that prove the FBI, the local sheriff, and the media lied to the world about the timeline to frame Tyler Robinson in the court of public opinion.

🕰️ THE TRAP: MIRANDIZED BEFORE HE WAS ""CAUGHT""
The feds told us they went on a desperate 33-hour manhunt for Tyler Robinson. They said he was a ""cold-blooded killer"" who refused to talk. That is a verified lie. Baron Coleman found the actual transcript of the arrest. Tyler Robinson was being Mirandized and talking to a cop at 6:25 PM on September 11th. 

 Do the Math: If he was being read his rights at 6:25 PM, that means he was in custody hours before the ""manhunt"" supposedly ended at 10 PM. The Feds manufactured three extra hours of ""terror"" to sell the narrative.

Cooperation vs. Rights: Tyler didn't ""refuse to talk."" He cooperatively stated: ""I would like to speak with my legal counsel... but until I’ve had an opportunity to speak with someone, I would like to remain silent."" He didn’t clam up; he used his Constitutional rights, which the media then spun as ""guilt.""

🕵️‍♂️ THE FAKE MANHUNT & DOCTORED PHOTOS
This is where it gets truly sinister. While Tyler was already in custody and Mirandized, the Feds were still out here pretending he was loose.

7:17 PM (6:17 Utah Time): The FBI releases a second set of ""suspect photos"" from the stairwell, claiming they are still actively hunting him. Why? They already had him!

The ""Enhanced"" Trap: As Kash Patel accidentally revealed, these were ""ENHANCED"" (doctored) photos. They released these fake images while he was detained to cement the image of his guilt in the public mind before any defense could be mounted.

🐍 THE SHERIFF’S LIES & THE IMPOSTER CONFESSION
The ""Fed Slop"" doesn't stop there. Sheriff Mike Smith (who resigned!) claimed he was on a phone call coordinating Tyler’s surrender at 8:02 PM.

The Catch: There is literal video of Sheriff Mike Smith at the Governor’s press conference at 8:00 PM. He wasn't on a phone call; he was standing behind the Governor. The call never happened.

The ""Boomer"" Confession: The ""Discord confession"" Tyler supposedly made at 7:57 PM (Utah time) is a total plant. He was already in jail when it was posted! And let’s be real—as the breakdown points out, no Gen Z’er writes a ""moral compass"" dissertation confession to randoms on Discord. The language is pure Boomer fan fiction.

⚖️ TRIAL-ALTERING EVIDENCE
This is it. Case over. The Feds didn’t just make a mistake; they scripted a disaster. They lied on official arrest records, deleted security footage of him turning himself in, and released doctored photos to poison the jury pool.

The "" ghosts in the machine"" aren't a conspiracy—they are a proven fact. The big fish didn't just get caught; they got filleted by their own paper trail.

This is trending now, and it’s sending shockwaves across the internet. We need to make sure this ripple hits Tyler Robinson’s defense team. Drop your thoughts on this massive exposure in the comments. 

Video From: @Ryanmatta, Screenshot From: @NihiloX FOLLOW Them Both!"
"'2040678263823991034'","4/5/2026 2:29","Reply","sv","2333","2181","115","37","0","2","0","@MrsErikaKirk JUST STOP Erika! 🛑https://t.co/hJMbxIJkjY"
"'2039454565226205197'","4/1/2026 17:27","Tweet","en","2309","1720","503","86","0","3","5","🚨EXPOSED: The Glaring Contradiction the FBI Director Hoped You Would Forget—FBI Suddenly Hijacking a ""State Case""?

They can't even keep their own lies straight anymore.
Kash Patel’s go-to excuse has been since the beginning; every time someone demanded real answers or pushed for federal transparency, he hid behind the exact same line: “We cannot get involved. It is a state case.”

When Joe Kent bravely attempted to launch a serious investigation into the glaringly obvious foreign nexus behind Charlie Kirk's assassination, what happened? Kash Patel completely shut it down. His justification for blocking the investigation into foreign operatives? “The FBI is not getting involved because it's a state case.”

But look at what is happening right now in the court filings.

The second the state's manufactured case against Tyler Robinson starts to collapse—the very moment the ATF officially admits they cannot match the bullet fragment to Tyler's rifle—what does Kash Patel do? Suddenly, the ""state case"" excuse magically disappears, and the FBI is rushing right into the middle of it.

Why are they suddenly so eager to get involved?

They aren't stepping in to find the real killers or investigate the foreign ties they previously ignored. They aren't stepping in to investigate all of the vert credible leads we have uncovered that would exonerate Tyler Robinson; those same leads he calls ""conspiracy theories"".

NO... they are stepping in to manufacture evidence. They are taking this unmatched bullet fragment and running a ""Comparative Bullet Lead Analysis""—a junk-science test that was literally banned and discontinued by the FBI in 2005 because it was completely unreliable. It is a fraudulent forensic parlor trick that historically led to the false imprisonment of hundreds, if not thousands, of innocent Americans.

When it came to investigating a sophisticated foreign hit squad, Kash Patel said the FBI’s hands were tied. But when it comes to dusting off a 20-year-old banned scientific test to rig the evidence and railroad a 22-year-old patsy? Suddenly, the FBI is front and center, ready to do the dirty work.

This isn't an investigation; it is a coordinated federal frame-job. They are terrified, they are desperate, and they are bringing back dead science to execute a state cover-up. We see exactly what you are doing, Kash.👀 🇺🇸"
"'2044514955764941207'","4/15/2026 16:35","Tweet","en","2264","1640","588","36","0","2","1","🆘BUSTED: Pics Surface Of Lori Frantzve At The U.S. Embassy Opening In Jerusalem In 2018—Evidence Erika’s Mother Was Tracking Charlie? 🇮🇱🕵️‍♀️

The establishment wants you to believe that Erika and Charlie’s meeting was a ""God thing."" But the more we look at the May 14, 2018 U.S. Embassy opening in Jerusalem, the more it looks like a calculated deep-state operation to install a handler.  We’ve uncovered photos from the dedication ceremony (the same event Candace and Charlie attended together) that place Erika's mother, Lori Frantzve, directly in the mix.

Zoom in on the top right of the crowd shots. That is undeniably Lori Frantzve at the new embassy opening—the same Lori who has been a CIA contractor for over a decade.

The Instagram Trail: Erika herself posted ""In Hebron Post Embassy Move"" on that exact day. They weren't just tourists; they were positioned.

The ""Ticket Line"" Lie: Erika claims she just ""bumped into"" Charlie in a ticket line and recognized him.

The Fact Check: Charlie wasn’t even a household name in 2018. Why would this random girl recognize him in a crowd in Israel?

The Third Time’s the Charm: We know they tried to put Erika in Charlie’s path at least three times before they finally ""hooked up"" at Bob's Burgers. This wasn't a romance; it was a recruitment.

If Lori Frantzve and Erika were already embedded in the circles surrounding the embassy move and high-level international figures (even appearing in photos referenced on Bibi’s X account), it proves they were high-level assets long before Charlie was assassinated.  Erika wasn't sent to be a wife; she was sent to be a handler. Charlie was targeted in Jerusalem, managed in Phoenix, and betrayed at UVU. You can’t change my mind. The ""Everyday Hero"" was a deep-state project from day one.

LOOK AT THE ZOOM. Why was Erika’s mother at the most secure diplomatic event of 2018 at the exact same time as Charlie?

Huge shoutout to @Mini_Metzie for her incredible research, finding this needle in a haystack. FOLLOW Her!"
